restaurant_id,name,location,rest_type,cuisines,rating,votes,cost,online_order,book_table,service_type,city
R8781,Kanti Sweets,basaveshwara nagar,"sweet shop, quick bites","mithai, street food",3.7,18,400,1,0,Dine-out,Rajajinagar
R8782,Cafe Coffee Day,basaveshwara nagar,cafe,"cafe, fast food",2.9,37,900,1,0,Dine-out,Rajajinagar
R8783,Planet I Bar,basaveshwara nagar,"casual dining, bar","continental, chinese, north indian, finger food",3.6,23,1200,0,0,Dine-out,Rajajinagar
R8784,Thindi Palace,basaveshwara nagar,casual dining,"north indian, south indian, chinese",3.1,61,600,0,0,Dine-out,Rajajinagar
R8785,Priyadarshini Grand,basaveshwara nagar,quick bites,"south indian, north indian, chinese, street food",4.0,407,400,0,0,Dine-out,Rajajinagar
R8786,Sri Maruthi Hotel,basaveshwara nagar,quick bites,south indian,3.9,66,300,0,0,Dine-out,Rajajinagar
R8787,Davanagere Butter Dosa Hotel,basaveshwara nagar,quick bites,south indian,3.7,43,150,0,0,Dine-out,Rajajinagar
R8788,Bangarpet Chats,basaveshwara nagar,quick bites,street food,3.5,7,100,0,0,Dine-out,Rajajinagar
R8789,Srinidhi Donne Biryani,basaveshwara nagar,quick bites,biryani,3.2,11,300,0,0,Dine-out,Rajajinagar
R8790,Tango,basaveshwara nagar,quick bites,fast food,3.8,51,200,0,0,Dine-out,Rajajinagar
R8791,Chandus Hotel,basaveshwara nagar,quick bites,south indian,3.0,12,200,0,0,Dine-out,Rajajinagar
R8792,Karnataka Biryani Point,basaveshwara nagar,quick bites,biryani,3.3,4,200,0,0,Dine-out,Rajajinagar
R8793,A1 Ambur Dum Biryani And Parota Centre,basaveshwara nagar,quick bites,biryani,3.2,4,300,0,0,Dine-out,Rajajinagar
R8794,Hamsa Sagar,basaveshwara nagar,quick bites,"south indian, chinese",3.2,4,150,0,0,Dine-out,Rajajinagar
R8795,Hydrabad Biryani House,malleshwaram,casual dining,"biryani, north indian",3.6,10,400,0,0,Dine-out,Rajajinagar
R8796,Jay Bhavani,vijay nagar,quick bites,"north indian, street food, pizza",3.6,41,400,1,0,Dine-out,Rajajinagar
R8797,Olive Tree,magadi road,casual dining,"north indian, south indian, chinese",3.8,59,700,0,1,Dine-out,Rajajinagar
R8798,Sagar,vijay nagar,casual dining,"south indian, north indian, chinese",3.6,101,500,0,0,Dine-out,Rajajinagar
R8799,Rajanna Military Hotel,magadi road,quick bites,biryani,3.7,49,300,0,0,Dine-out,Rajajinagar
R8800,Udupi Upachar,magadi road,quick bites,"south indian, north indian, chinese",3.3,6,250,0,0,Dine-out,Rajajinagar
R8801,Chillies Restaurant,majestic,casual dining,"north indian, south indian, chinese",3.7,24,500,0,0,Dine-out,Rajajinagar
R8802,Neethus Kitchen & Restaurant,majestic,quick bites,"north indian, chinese, south indian",2.9,11,400,0,0,Dine-out,Rajajinagar
R8803,Hotel Karavali,vijay nagar,quick bites,"south indian, chinese",3.6,14,400,0,0,Dine-out,Rajajinagar
R8804,Hot Coffee,vijay nagar,quick bites,south indian,3.9,46,100,0,0,Dine-out,Rajajinagar
R8805,Amantrana,magadi road,casual dining,"north indian, south indian",3.2,15,800,0,0,Dine-out,Rajajinagar
R8806,New Udupi Grand Hotel,magadi road,quick bites,"south indian, north indian, chinese",3.2,5,250,0,0,Dine-out,Rajajinagar
R8807,Akshatha Nati Style,vijay nagar,quick bites,"south indian, chinese, north indian",3.7,20,500,0,0,Dine-out,Rajajinagar
R8808,Utsava Grand,majestic,quick bites,"south indian, north indian, chinese",3.6,14,300,0,0,Dine-out,Rajajinagar
R8809,Wood Rose,seshadripuram,lounge,"north indian, chinese, continental",3.3,8,1000,0,0,Dine-out,Rajajinagar
R8810,Hare Krishna,majestic,quick bites,"north indian, south indian, chinese",2.9,16,300,0,0,Dine-out,Rajajinagar
R8811,Pavana Veg Restaurant,majestic,quick bites,"north indian, south indian, chinese, street food",3.1,12,300,0,0,Dine-out,Rajajinagar
R8812,Indian Chicken Biryani Point,vijay nagar,quick bites,biryani,3.1,6,250,0,0,Dine-out,Rajajinagar
R8813,Dosa Cafe,vijay nagar,quick bites,south indian,3.4,7,80,0,0,Dine-out,Rajajinagar
R8814,Hotel Shri Raghavendra,majestic,quick bites,"south indian, north indian",3.0,6,150,0,0,Dine-out,Rajajinagar
R8815,Karnataka Briyani point,peenya,quick bites,"north indian, chinese",3.2,5,300,0,0,Dine-out,Rajajinagar
R8816,Jameela Hotel,magadi road,quick bites,biryani,3.3,9,200,0,0,Dine-out,Rajajinagar
R8817,Swathi Greenland,vijay nagar,"casual dining, bar","andhra, north indian, chinese",3.7,174,800,1,0,Drinks & nightlife,Rajajinagar
R8818,Cafe Coffee Day,residency road,cafe,"cafe, fast food",3.0,6,900,0,0,Cafes,Residency Road
R8819,Lassi Shop,seshadripuram,beverage shop,"beverages, ice cream",3.3,10,200,1,0,Delivery,Residency Road
R8820,Cafe Coffee Day,seshadripuram,cafe,"cafe, fast food",2.8,26,900,1,0,Delivery,Residency Road
R8821,Kolkata Famous Kati Rolls,frazer town,quick bites,"rolls, street food",3.4,7,200,1,0,Delivery,Residency Road
R8822,Sai Super Sandwich,banashankari,quick bites,"sandwich, beverages",3.2,7,200,1,0,Delivery,Residency Road
R8823,Gelato Italiano,residency road,dessert parlor,"ice cream, bakery, desserts",3.2,6,200,0,0,Desserts,Residency Road
R8824,RS Shiv Sagar Express,residency road,quick bites,"south indian, north indian, chinese, fast food",4.0,67,300,1,0,Dine-out,Residency Road
R8825,Creamvilla,sarjapur road,"cafe, dessert parlor","cafe, desserts, ice cream",3.9,66,600,1,0,Cafes,Sarjapur Road
R8826,Ella's Petscape Cafe,sarjapur road,cafe,"cafe, fast food, sandwich, pizza",4.0,19,700,0,0,Cafes,Sarjapur Road
R8827,Kolkata Rolls & Fast food,hsr,quick bites,"rolls, fast food",3.6,52,200,1,0,Delivery,Sarjapur Road
R8828,Bangalore Agarwal Bhavan,sarjapur road,quick bites,"north indian, street food, mithai",3.5,22,300,1,0,Delivery,Sarjapur Road
R8829,Hyderabadi Bawarchi Biriyani,bellandur,casual dining,biryani,3.4,4,450,1,0,Delivery,Sarjapur Road
R8830,Polar Bear,sarjapur road,dessert parlor,"desserts, ice cream, beverages, sandwich",4.0,88,400,1,0,Delivery,Sarjapur Road
R8831,Homelicious Food,bellandur,quick bites,north indian,4.0,63,200,1,0,Delivery,Sarjapur Road
R8832,Husband's Kitchen,sarjapur road,quick bites,"fast food, north indian",3.5,112,350,1,0,Delivery,Sarjapur Road
R8833,Fill A Belly Restaurant,sarjapur road,quick bites,"north indian, chinese, fast food",3.6,33,300,0,0,Delivery,Sarjapur Road
R8834,Frosty Fills,bellandur,quick bites,"desserts, ice cream",3.7,10,250,1,0,Delivery,Sarjapur Road
R8835,Hungry Bird,sarjapur road,quick bites,"north indian, chinese, biryani",3.8,19,400,1,0,Delivery,Sarjapur Road
R8836,Chatori Tongue,sarjapur road,quick bites,street food,3.9,65,100,1,0,Delivery,Sarjapur Road
R8837,Biriyani Adda,bellandur,quick bites,"biryani, fast food",3.2,6,350,1,0,Delivery,Sarjapur Road
R8838,American Bites,sarjapur road,quick bites,fast food,3.7,21,450,1,0,Delivery,Sarjapur Road
R8839,Priyadarshini,sarjapur road,quick bites,"south indian, north indian, chinese",3.8,20,400,1,0,Delivery,Sarjapur Road
R8840,Faasos,sarjapur road,delivery,"north indian, biryani, fast food",3.9,171,500,1,0,Delivery,Sarjapur Road
R8841,Roti's Ghar,bellandur,"takeaway, delivery","north indian, juices",3.4,11,200,1,0,Delivery,Sarjapur Road
R8842,Swadist Pakhal Restaurant,sarjapur road,casual dining,"north indian, chinese, bengali",3.5,16,550,1,0,Delivery,Sarjapur Road
R8843,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,sarjapur road,delivery,continental,3.5,43,500,1,0,Delivery,Sarjapur Road
R8844,Sasu Maa Ki Rasoi,sarjapur road,quick bites,"north indian, chinese",3.6,97,300,1,0,Delivery,Sarjapur Road
R8845,Pizza Hut,sarjapur road,quick bites,"pizza, fast food",3.1,150,750,1,0,Delivery,Sarjapur Road
R8846,@ The Bbq,bellandur,casual dining,"bbq, continental, north indian, chinese, beverages",3.8,32,700,1,1,Delivery,Sarjapur Road
R8847,Coastal Fish Land,bellandur,casual dining,mangalorean,3.5,26,700,1,0,Delivery,Sarjapur Road
R8848,Bearful,sarjapur road,casual dining,"continental, north indian, chinese, pizza",3.8,179,1000,1,0,Delivery,Sarjapur Road
R8849,Wow Kitchen Punjabi Taste,sarjapur road,quick bites,north indian,3.3,9,200,1,0,Delivery,Sarjapur Road
R8850,Venkataramana Nellore Mess,hsr,mess,"andhra, south indian",3.9,97,300,1,0,Delivery,Sarjapur Road
R8851,Rajasthan Sweets,sarjapur road,sweet shop,mithai,3.2,4,150,1,0,Delivery,Sarjapur Road
R8852,Just Yum,sarjapur road,quick bites,"north indian, chinese",3.6,78,500,1,0,Delivery,Sarjapur Road
R8853,Wimpie Cafe & Restaurant,bellandur,casual dining,"north indian, mughlai, biryani",3.3,4,600,1,0,Delivery,Sarjapur Road
R8854,Pepper Grand.com,sarjapur road,casual dining,north indian,3.0,23,600,1,0,Delivery,Sarjapur Road
R8855,Oogway express,bellandur,casual dining,"chinese, thai, momos",3.3,10,600,1,0,Delivery,Sarjapur Road
R8856,Ustaad Biryani,bellandur,delivery,biryani,3.2,6,250,1,0,Delivery,Sarjapur Road
R8857,California Burrito,sarjapur road,quick bites,"mexican, fast food",3.9,88,400,0,0,Delivery,Sarjapur Road
R8858,YUNCHI,hsr,quick bites,"asian, chinese",3.3,4,300,1,0,Delivery,Sarjapur Road
R8859,Rural Blues,sarjapur road,"casual dining, bar","european, mediterranean, asian, north indian, south indian, momos",4.3,1499,1300,1,1,Delivery,Sarjapur Road
R8860,Theeram Restaurant,sarjapur road,quick bites,"north indian, kerala",3.8,46,400,1,0,Delivery,Sarjapur Road
R8861,Birbal Darbar,sarjapur road,casual dining,"north indian, chinese, biryani",4.1,317,600,0,0,Delivery,Sarjapur Road
R8862,Mira's Ranna-Ghor,sarjapur road,delivery,bengali,3.6,15,250,0,0,Delivery,Sarjapur Road
R8863,Hotel Narmada,sarjapur road,quick bites,"hyderabadi, biryani, andhra",3.5,12,500,1,0,Delivery,Sarjapur Road
R8864,Via Milano,sarjapur road,casual dining,"salad, italian, desserts, pizza",4.6,142,1500,0,1,Delivery,Sarjapur Road
R8865,Yummy,sarjapur road,quick bites,"biryani, north indian, chinese, kerala",3.0,24,400,0,0,Delivery,Sarjapur Road
R8866,Kabab World,sarjapur road,quick bites,"north indian, chinese",3.0,25,500,0,0,Delivery,Sarjapur Road
R8867,Amruth Parkland,sarjapur road,"bar, casual dining","north indian, chinese",3.5,54,900,0,0,Delivery,Sarjapur Road
R8868,Laziz Pizza,sarjapur road,quick bites,"sandwich, fast food, pizza",3.7,27,350,0,0,Delivery,Sarjapur Road
R8869,Hashery Family Restaurant,sarjapur road,casual dining,"north indian, south indian, arabian",3.3,11,600,1,0,Delivery,Sarjapur Road
R8870,Tandoori Club,hsr,casual dining,"north indian, chinese, continental",3.8,32,750,1,0,Delivery,Sarjapur Road
R8871,Bunker Restaurant,sarjapur road,quick bites,"north indian, south indian, fast food, momos",3.7,29,300,0,0,Delivery,Sarjapur Road
R8872,Home Tiff-INN's,sarjapur road,quick bites,"south indian, chettinad",3.6,18,250,0,0,Delivery,Sarjapur Road
R8873,Wood Castle,sarjapur road,quick bites,"north indian, chinese, beverages",3.5,14,400,0,0,Delivery,Sarjapur Road
R8874,The Chef Couple,sarjapur road,casual dining,"north indian, mughlai, chinese",3.4,17,750,0,0,Delivery,Sarjapur Road
R8875,Ivy Park,sarjapur road,casual dining,"south indian, kerala, north indian, chinese",3.5,38,500,0,0,Delivery,Sarjapur Road
R8876,The Lakefront Kitchen,electronic city,casual dining,"north indian, chinese, mughlai",3.7,19,600,0,0,Delivery,Sarjapur Road
R8877,Atithi Aharadhama,sarjapur road,quick bites,south indian,3.2,4,200,0,0,Delivery,Sarjapur Road
R8878,Chaska Box,sarjapur road,"takeaway, delivery","bakery, desserts",3.3,4,1400,0,0,Delivery,Sarjapur Road
R8879,Halli Mane Biriyani,sarjapur road,quick bites,"south indian, biryani",3.2,4,150,0,0,Delivery,Sarjapur Road
R8880,Grandma's Recipe,sarjapur road,"takeaway, delivery","biryani, kebab, kerala",3.9,51,400,0,0,Delivery,Sarjapur Road
R8881,Hash Caff Restaurant,sarjapur road,quick bites,"south indian, chinese",3.4,10,300,0,0,Delivery,Sarjapur Road
R8882,The Dreamy Oven,sarjapur road,bakery,"bakery, salad",3.7,25,600,0,0,Delivery,Sarjapur Road
R8883,Neema Restaurant,sarjapur road,casual dining,"chinese, nepalese, tibetan",3.3,4,500,0,0,Delivery,Sarjapur Road
R8884,Cranganore House,sarjapur road,"takeaway, delivery",seafood,3.4,11,400,0,0,Delivery,Sarjapur Road
R8885,Happy House Restaurant,sarjapur road,casual dining,"kerala, north indian, italian, thai",3.1,41,600,0,0,Delivery,Sarjapur Road
R8886,Sanyogita's,sarjapur road,delivery,north indian,3.2,4,300,0,0,Delivery,Sarjapur Road
R8887,Lazeez Corner,bommanahalli,quick bites,"north indian, mughlai, chinese",3.1,7,500,1,0,Delivery,Sarjapur Road
R8888,Peek a Brew,sarjapur road,quick bites,"fast food, beverages",3.8,29,400,0,0,Delivery,Sarjapur Road
R8889,Biryani Rooh-e-Khaas,hsr,delivery,"biryani, mughlai",4.2,30,500,1,0,Delivery,Sarjapur Road
R8890,Taza Tawa,sarjapur road,casual dining,"north indian, chinese, kebab, beverages",3.2,41,550,0,0,Delivery,Sarjapur Road
R8891,Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,bellandur,casual dining,"north indian, chinese",3.0,12,500,1,0,Delivery,Sarjapur Road
R8892,Sana's Restaurant,sarjapur road,quick bites,"biryani, chettinad, south indian, chinese",3.3,19,600,1,0,Delivery,Sarjapur Road
R8893,MK Dabbawala,sarjapur road,"takeaway, delivery",north indian,2.8,23,400,0,0,Delivery,Sarjapur Road
R8894,Freshkicho,bellandur,delivery,"north indian, south indian, chinese",3.8,24,200,0,0,Delivery,Sarjapur Road
R8895,XO Belgian Waffle,sarjapur road,dessert parlor,"desserts, beverages",3.9,58,400,1,0,Desserts,Sarjapur Road
R8896,Bombay Kulfis,sarjapur road,dessert parlor,ice cream,3.7,48,200,0,0,Desserts,Sarjapur Road
R8897,Kanti Sweets,sarjapur road,"sweet shop, quick bites","mithai, street food",3.7,70,400,1,0,Desserts,Sarjapur Road
R8898,Chef Baker's,sarjapur road,"bakery, quick bites",bakery,2.9,30,450,1,0,Desserts,Sarjapur Road
R8899,I-Scream'd,sarjapur road,dessert parlor,ice cream,3.4,6,200,0,0,Desserts,Sarjapur Road
R8900,Keventers,sarjapur road,"beverage shop, dessert parlor","beverages, desserts, ice cream",3.9,106,400,1,0,Desserts,Sarjapur Road
R8901,The Rasaganga,sarjapur road,casual dining,"south indian, north indian, chinese, street food",3.8,26,500,1,0,Dine-out,Sarjapur Road
R8902,Mandara - Imera Spa & Resort,sarjapur road,casual dining,"north indian, south indian, chinese",3.5,115,1200,0,0,Dine-out,Sarjapur Road
R8903,Petoo,sarjapur road,quick bites,"north indian, fast food, street food",3.7,20,800,1,0,Dine-out,Sarjapur Road
R8904,Cafe Repeat,sarjapur road,quick bites,"north indian, fast food",3.7,13,250,1,0,Dine-out,Sarjapur Road
R8905,Hotel Narmada Andhra Style,sarjapur road,quick bites,"andhra, south indian",3.4,5,400,0,0,Dine-out,Sarjapur Road
R8906,Lee Momoz,sarjapur road,quick bites,"chinese, tibetan, momos",3.2,4,250,0,0,Dine-out,Sarjapur Road
R8907,Green Hotel,sarjapur road,quick bites,"north indian, chinese",3.6,7,200,0,0,Dine-out,Sarjapur Road
R8908,Reddy Hotel,sarjapur road,quick bites,south indian,3.2,8,200,0,0,Dine-out,Sarjapur Road
R8909,Sri Ganesh Upahar,sarjapur road,quick bites,south indian,3.4,11,400,0,0,Dine-out,Sarjapur Road
R8910,Pizza Da Dhaba,sarjapur road,quick bites,"north indian, pizza",3.1,4,150,0,0,Dine-out,Sarjapur Road
R8911,Tumbites,bellandur,quick bites,north indian,3.9,125,200,1,0,Dine-out,Sarjapur Road
R8912,4 States,bellandur,food court,south indian,3.2,4,400,0,0,Dine-out,Sarjapur Road
R8913,TherPUP - a Dog Cafe,whitefield,cafe,cafe,4.2,1012,700,0,0,Cafes,Whitefield
R8914,Onesta,whitefield,"casual dining, cafe","pizza, cafe, italian",4.4,2110,600,1,1,Cafes,Whitefield
R8915,Barley & Grapes Cafe,whitefield,cafe,"cafe, italian, continental",4.2,842,1000,0,0,Cafes,Whitefield
R8916,Lot Like Crepes & Cafe,whitefield,"cafe, dessert parlor","cafe, continental, desserts",4.0,22,600,1,0,Cafes,Whitefield
R8917,Blue Tokai Coffee Roasters,whitefield,cafe,cafe,4.0,29,750,1,0,Cafes,Whitefield
R8918,Kalmane Koffees,whitefield,cafe,cafe,3.9,104,350,0,0,Cafes,Whitefield
R8919,Third Wave Coffee Roasters,whitefield,cafe,"cafe, continental, desserts",3.9,28,800,0,0,Cafes,Whitefield
R8920,Cafe Coffee Day,whitefield,cafe,cafe,3.6,45,650,1,0,Cafes,Whitefield
R8921,Biggies Burger 'n' More,whitefield,"quick bites, cafe","cafe, burger, fast food",3.7,106,400,1,0,Cafes,Whitefield
R8922,The Waverly Express,whitefield,cafe,cafe,3.5,12,650,0,0,Cafes,Whitefield
R8923,Cuppa,whitefield,cafe,"fast food, street food, beverages",3.3,5,400,0,0,Cafes,Whitefield
R8924,The Coffee Bean & Tea Leaf,whitefield,cafe,"cafe, coffee",3.0,38,700,1,0,Cafes,Whitefield
R8925,Shanmukha,whitefield,casual dining,"biryani, andhra, north indian, chinese",3.9,770,800,1,0,Delivery,Whitefield
R8926,Al-Bek,whitefield,"takeaway, delivery","biryani, north indian, charcoal chicken, chinese, seafood, rolls",3.9,52,450,1,0,Delivery,Whitefield
R8927,Burger King,whitefield,quick bites,"burger, fast food, beverages",4.0,1972,600,1,0,Delivery,Whitefield
R8928,Imperio Restaurant,whitefield,casual dining,"north indian, arabian, mughlai, biryani, seafood, beverages",4.3,2003,700,1,1,Delivery,Whitefield
R8929,Kitchens@Mahadevpura,whitefield,delivery,"italian, north indian, south indian, chinese",3.9,125,600,1,0,Delivery,Whitefield
R8930,Friend's Own,whitefield,quick bites,"north indian, bengali, chinese",3.2,55,300,1,0,Delivery,Whitefield
R8931,Juice Berg,whitefield,bakery,"bakery, desserts",4.0,181,500,1,0,Delivery,Whitefield
R8932,Corner House Ice Cream,whitefield,food court,"ice cream, desserts",4.5,187,400,1,0,Delivery,Whitefield
R8933,The Good Bowl,whitefield,"takeaway, delivery","italian, north indian, biryani",3.6,18,500,0,0,Delivery,Whitefield
R8934,Sri Sai Palace,whitefield,quick bites,"south indian, north indian, chinese, fast food",3.8,88,300,1,1,Delivery,Whitefield
R8935,Rivayat,whitefield,casual dining,"north indian, mughlai",3.9,487,800,1,1,Delivery,Whitefield
R8936,Kanti Sweets,whitefield,"sweet shop, quick bites","mithai, street food",3.9,51,400,1,0,Delivery,Whitefield
R8937,Woodfire Biryani,whitefield,quick bites,"north indian, south indian, biryani",3.4,47,250,1,0,Delivery,Whitefield
R8938,Vijayas Biryani Palace,whitefield,quick bites,"biryani, chinese, south indian, north indian",3.8,36,400,1,0,Delivery,Whitefield
R8939,Sri Udupi Park,whitefield,quick bites,"south indian, north indian, chinese, beverages",3.8,16,300,1,0,Delivery,Whitefield
R8940,KFC,whitefield,quick bites,"burger, fast food",3.5,325,450,1,0,Delivery,Whitefield
R8941,Abhiruchi Restaurant,whitefield,quick bites,"biryani, andhra, north indian, chinese",3.7,173,550,1,0,Delivery,Whitefield
R8942,Faasos,whitefield,quick bites,"north indian, biryani, fast food",4.0,206,500,1,0,Delivery,Whitefield
R8943,Ovenstory Pizza,whitefield,delivery,pizza,4.0,68,800,1,0,Delivery,Whitefield
R8944,MRA,whitefield,"takeaway, delivery",bakery,3.8,11,200,0,0,Delivery,Whitefield
R8945,Basmati's Briyani Nation,whitefield,"takeaway, delivery","south indian, biryani",3.6,17,350,0,0,Delivery,Whitefield
R8946,Andhra Ruchi's Restaurant,whitefield,delivery,"andhra, north indian, biryani",3.1,72,500,1,0,Delivery,Whitefield
R8947,Udupi Cafe,whitefield,quick bites,"south indian, north indian, chinese, street food",3.6,12,300,1,0,Delivery,Whitefield
R8948,Mojo Pizza - 2X Toppings,whitefield,"takeaway, delivery",pizza,4.2,166,600,1,0,Delivery,Whitefield
R8949,Juice Shop,whitefield,"takeaway, delivery","juices, beverages, ice cream",3.6,9,150,1,0,Delivery,Whitefield
R8950,The Delhiwala's Kitchen-Pure Veg,brookefield,quick bites,north indian,3.7,20,200,1,0,Delivery,Whitefield
R8951,Firangi Bake,whitefield,delivery,"mexican, italian",4.1,82,600,1,0,Delivery,Whitefield
R8952,Chandrika Tiffins,whitefield,"takeaway, delivery","north indian, street food",4.0,87,300,1,0,Delivery,Whitefield
R8953,KBC - Kebab Biryani Curry,kr puram,quick bites,"north indian, chinese, kebab, biryani",3.4,38,400,1,0,Delivery,Whitefield
R8954,Lenny's- Burgers and more,whitefield,quick bites,"fast food, burger, beverages, rolls, sandwich",3.9,38,400,1,0,Delivery,Whitefield
R8955,Arogya Thaana,whitefield,beverage shop,"beverages, sandwich",3.8,72,200,1,0,Delivery,Whitefield
R8956,Mani's Dum Biryani,whitefield,casual dining,"biryani, andhra",4.0,438,750,1,0,Delivery,Whitefield
R8957,Subway,"itpl main road, whitefield","quick bites, food court","healthy food, sandwich, salad",3.4,141,500,1,0,Delivery,Whitefield
R8958,Cupcake Bliss,east bangalore,bakery,bakery,3.5,4,250,1,0,Delivery,Whitefield
R8959,Lassi Shop,whitefield,beverage shop,"beverages, ice cream",3.9,73,200,1,0,Delivery,Whitefield
R8960,Sweet Truth,whitefield,delivery,"bakery, desserts",3.8,25,500,1,0,Delivery,Whitefield
R8961,Red Rhino,whitefield,"microbrewery, pub","continental, mediterranean, south indian, north indian, asian",4.4,1980,1700,1,1,Delivery,Whitefield
R8962,One For The Road,whitefield,bar,"continental, north indian, finger food",4.1,137,1200,1,1,Delivery,Whitefield
R8963,Chili's American Grill & Bar,whitefield,casual dining,"american, tex-mex, burger, bbq, mexican",4.6,4955,1400,1,0,Delivery,Whitefield
R8964,Krispy Kreme,whitefield,dessert parlor,"desserts, beverages",4.0,130,300,1,0,Delivery,Whitefield
R8965,Hyderabad Biryani,whitefield,casual dining,"north indian, chinese, biryani",3.2,145,600,1,0,Delivery,Whitefield
R8966,Biriyani Section,whitefield,quick bites,"biryani, north indian",3.7,28,300,1,0,Delivery,Whitefield
R8967,Lassi Corner,whitefield,beverage shop,"beverages, desserts",3.3,16,200,1,0,Delivery,Whitefield
R8968,Kolkata Biryani Center,whitefield,quick bites,biryani,3.8,40,250,1,0,Delivery,Whitefield
R8969,Pita Pit,whitefield,quick bites,"healthy food, salad, mexican, beverages",3.9,34,500,1,0,Delivery,Whitefield
R8970,Nasi And Mee,whitefield,casual dining,"malaysian, thai, singaporean, asian, chinese, momos",4.4,907,1000,1,1,Delivery,Whitefield
R8971,Biryani Express,whitefield,casual dining,"biryani, north indian",3.7,71,600,1,0,Delivery,Whitefield
R8972,Keventers,whitefield,food court,"beverages, desserts, ice cream",2.9,79,400,1,0,Delivery,Whitefield
R8973,Reddy's Restaurant,whitefield,quick bites,"andhra, biryani, north indian",3.1,35,400,1,0,Delivery,Whitefield
R8974,Petuk,whitefield,quick bites,"bengali, north indian, chinese, biryani",3.7,78,400,1,0,Delivery,Whitefield
R8975,Andal Mess,whitefield,quick bites,"south indian, north indian",3.6,24,300,1,0,Delivery,Whitefield
R8976,Little Onnion,"itpl main road, whitefield",casual dining,"biryani, andhra",3.8,133,500,1,0,Delivery,Whitefield
R8977,Rayalaseema Foods,whitefield,quick bites,"andhra, hyderabadi, biryani",3.3,9,400,1,0,Delivery,Whitefield
R8978,Hotel Uttam Sagar,whitefield,quick bites,north indian,3.6,7,400,1,0,Delivery,Whitefield
R8979,Domino's Pizza,"itpl main road, whitefield",quick bites,"pizza, fast food",3.0,304,400,1,0,Delivery,Whitefield
R8980,Punjab Bistro,whitefield,casual dining,north indian,4.2,84,1500,1,1,Delivery,Whitefield
R8981,Urban Grills Restaurant,whitefield,casual dining,"arabian, north indian, biryani",3.5,45,700,0,0,Delivery,Whitefield
R8982,Online Cake and Flower.com,whitefield,bakery,"bakery, desserts",3.2,6,500,1,0,Delivery,Whitefield
R8983,Aryan's Kitchen,whitefield,quick bites,"north indian, fast food",3.1,97,500,1,0,Delivery,Whitefield
R8984,Shizusan Shophouse & Bar,whitefield,"casual dining, bar","asian, japanese, vietnamese, korean, chinese, thai",4.4,1313,1800,1,1,Delivery,Whitefield
R8985,The Duke Of Juices,whitefield,"food court, beverage shop",beverages,3.7,26,200,1,0,Delivery,Whitefield
R8986,Thanco's Natural Ice Cream,whitefield,dessert parlor,"ice cream, desserts",3.7,69,450,1,0,Delivery,Whitefield
R8987,Whitefield Social,whitefield,pub,"american, north indian, chinese, finger food, momos",4.1,2773,1500,1,0,Delivery,Whitefield
R8988,Premium Bombay Kulfi,whitefield,kiosk,ice cream,3.2,4,150,1,0,Delivery,Whitefield
R8989,Hotel Sai Renaissance,whitefield,casual dining,"south indian, north indian, chinese",3.6,32,450,1,1,Delivery,Whitefield
R8990,Maziga,whitefield,casual dining,modern indian,4.7,292,1500,0,0,Delivery,Whitefield
R8991,NISO Chinese Restaurant,kr puram,quick bites,"chinese, momos",3.9,36,350,0,0,Delivery,Whitefield
R8992,The Wok Shop,whitefield,quick bites,"asian, chinese, momos, fast food, indonesian, korean",4.2,221,500,1,0,Delivery,Whitefield
R8993,Bakingo,marathahalli,bakery,"bakery, desserts",3.4,6,500,1,0,Delivery,Whitefield
R8994,Starter House,whitefield,quick bites,"chinese, continental",3.6,23,250,1,0,Delivery,Whitefield
R8995,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,whitefield,delivery,continental,3.6,43,500,1,0,Delivery,Whitefield
R8996,Milkyway Ice Creams & Fast Food,"itpl main road, whitefield",quick bites,"fast food, ice cream, beverages",3.7,24,200,1,0,Delivery,Whitefield
R8997,The Whitefield Arms Pub & Microbrewery,whitefield,"pub, microbrewery","british, continental, bbq",4.2,1113,1600,1,1,Delivery,Whitefield
R8998,Grill Point,whitefield,quick bites,"north indian, mughlai, chinese",2.9,30,500,1,0,Delivery,Whitefield
R8999,Baskin Robbins,whitefield,dessert parlor,"ice cream, desserts",2.9,55,250,1,0,Delivery,Whitefield
R9000,Hotel Manu Residency,whitefield,casual dining,"andhra, north indian, chinese, biryani",3.8,201,550,1,0,Delivery,Whitefield
R9001,Hotel Triloka,whitefield,quick bites,north indian,3.3,7,400,1,0,Delivery,Whitefield
R9002,The Beer Cafe,whitefield,pub,"finger food, north indian, chinese, italian",4.1,673,1400,1,1,Delivery,Whitefield
R9003,ASIA SEVEN,whitefield,food court,chinese,3.3,4,300,1,0,Delivery,Whitefield
R9004,Anushka Restaurant,whitefield,casual dining,"north indian, chinese",3.4,7,600,1,0,Delivery,Whitefield
R9005,Harry's Bar + Cafe,whitefield,pub,"asian, american, mexican",4.1,1218,1200,1,1,Delivery,Whitefield
